tid	title	ori_work	st_date	ed_date	st_day	st_time	ed_time	channel	ch_name	type
60796	C3－シーキューブ－	NULL	2011/10/01	2011/12/17	土	23:30	24:00	AT-X	AT-X	cs
55261	きんいろモザイク	NULL	2013/07/06	2013/09/21	土	20:30	21:00	AT-X	AT-X	cs
46624	猫神やおよろず	NULL	2011/07/09	2011/09/24	土	08:30	09:00	AT-X	AT-X	cs
55021	百花繚乱サムライブライド	NULL	2013/04/05		金	22:30	23:00	AT-X	AT-X	cs
45135	神世紀伝マーズ	NULL	2002/10/31	2003/02/06	木	09:30	10:00	AT-X	AT-X	cs
60206	宇宙パトロールルル子	NULL	2016/04/01		金	22:30	23:00	AT-X	AT-X	cs
372000	Wind -a breath of heart-	galge	2004/06/30	2004/09/22	水	11:45	12:00	AT-X	AT-X	cs
371600	GANTZ 〜the 2nd stage〜	comic	2004/08/26	2004/11/18	木	10:00	10:30	AT-X	AT-X	cs
59217	下ネタという概念が存在しない退屈な世界	NULL	2015/07/04		土	23:00	23:30	AT-X	AT-X	cs
55267	たまゆら～もあぐれっしぶ～	NULL	2013/07/03		水	21:30	22:00	AT-X	AT-X	cs
62444	かのこん	light_novel	2008/04/05	2008/06/21	土	10:30	11:00	AT-X	AT-X	cs
60261	ULTRA SUPER ANIME TIME（ウルトラスーパーアニメタイム）（「宇宙パトロールルル子」「影鰐　承」「ぷちます！」）	NULL	2016/04/01		金	22:30	23:00	AT-X	AT-X	cs
60795	kiss×sis（キスシス）	NULL	2010/04/05	2010/06/21	月	23:30	24:00	AT-X	AT-X	cs
35098	フィギュア17 つばさ＆ヒカル	NULL	2001/05/27	2002/05/26	日	10:30	11:00	AT-X	AT-X	cs
51978	クイーンズブレイド(2)　玉座を継ぐ者	game_book	2009/09/24	2009/12/10	木	08:00	08:30	AT-X	AT-X	cs
57705	失われた未来を求めて	NULL	2014/10/04	2014/12/20	土	20:30	21:00	AT-X	AT-X	cs
53346	To Heart(2) 〜Remember my Memories〜	galge	2004/10/02	2004/12/25	土	10:00	10:30	AT-X	AT-X	cs
57679	魔弾の王と歌姫	NULL	2014/10/04	2014/12/27	土	20:00	20:30	AT-X	AT-X	cs
36846	一騎当千(1)	comic	2003/07/30	2003/10/22	水	11:30	12:00	AT-X	AT-X	cs
60208	くまみこ	NULL	2016/04/03		日	23:30	24:00	AT-X	AT-X	cs
42346	アスラクライン２	light_novel	2009/10/01	2009/12/26	木	09:30	10:00	AT-X	AT-X	cs
55233	BROTHERS CONFLICT	NULL	2013/07/02	2013/09/17	火	19:30	20:00	AT-X	AT-X	cs
54994	惡の華（悪の華）	NULL	2013/04/05		金	22:00	22:30	AT-X	AT-X	cs
59235	オーバーロード（オーバーロード(1)）	NULL	2015/07/07	2015/09/29	火	23:00	23:30	AT-X	AT-X	cs
60221	ジョーカー・ゲーム	NULL	2016/04/05	2016/06/21	火	23:00	23:30	AT-X	AT-X	cs
59241	がっこうぐらし！SCHOOL・LIVE!	NULL	2015/07/09		木	21:30	22:00	AT-X	AT-X	cs
360200	月は東に日は西に 〜Operation Sanctuary〜	galge	2004/06/30	2004/09/22	水	11:30	12:45	AT-X	AT-X	cs
60226	SUPER LOVERS	NULL	2016/04/06		水	23:30	24:00	AT-X	AT-X	cs
358000	まじかるカナン	galge	2005/01/01	2005/03/26	土	10:00	10:30	AT-X	AT-X	cs
42463	宙のまにまに	comic	2009/07/07	2009/09/22	火	10:30	11:00	AT-X	AT-X	cs
52339	屍姫　玄	comic	2009/01/01	2009/03/26	木	10:30	11:00	AT-X	AT-X	cs
60239	あんハピ♪	NULL	2016/04/07		木	21:30	22:00	AT-X	AT-X	cs
35671	幻魔大戦－神話前夜の章－	NULL	2002/02/02	2002/05/11	土	10:30	11:00	AT-X	AT-X	cs
356800	学園ヘヴン	game	2006/04/01	2006/06/24	土	09:00	09:30	AT-X	AT-X	cs
356400	あまえないでよっ!!喝!!	comic	2006/01/04	2006/03/22	水	11:00	11:30	AT-X	AT-X	cs
356300	あまえないでよっ!!	comic	2005/07/01	2005/09/16	金	10:00	10:30	AT-X	AT-X	cs
48382	ちゅーぶら!!	NULL	2010/01/04	2010/03/22	月	23:30	24:00	AT-X	AT-X	cs
39625	京四郎と永遠の空	comic	2007/01/05	2007/03/23	金	13:30	14:00	AT-X	AT-X	cs
355700	スレイヤーズEVOLUTION-R	light_novel	2009/01/12	2009/04/06	月	09:30	10:00	AT-X	AT-X	cs
35750	ガンフロンティア　GUN FRONTIER	NULL	2002/03/28	2002/06/20	木	10:00	10:30	AT-X	AT-X	cs
355600	とある科学の超電磁砲S	comic	2013/04/12	2013/09/27	金	23:30	24:00	AT-X	AT-X	cs
63023	怪獣娘～ウルトラ怪獣擬人化計画～	NULL	2017/01/10	2017/03/28	火	23:50	24:00	AT-X	AT-X	cs
51219	SUBMARINE SUPER 99（サブマリンスーパー99、潜水艦スーパー99）	NULL	2003/05/08	2003/07/31	木	10:30	11:00	AT-X	AT-X	cs
56920	精霊使いの剣舞	NULL	2014/07/14	2014/09/29	月	20:30	21:00	AT-X	AT-X	cs
55957	リトルバスターズ！～Refrain～	galge	2013/10/05	2013/12/28	土	20:30	21:00	AT-X	AT-X	cs
56364	ヨスガノソラ	NULL	2010/10/04	2010/12/20	月	23:30	24:00	AT-X	AT-X	cs
43852	とある魔術の禁書目録II＜インデックスII＞	light_novel	2010/10/08	2011/04/01	金	23:30	24:00	AT-X	AT-X	cs
55982	世界でいちばん強くなりたい！（世界でいちばんつよくなりたい！）	NULL	2013/10/06	2013/12/22	日	20:30	21:00	AT-X	AT-X	cs
59713	おしえて！ギャル子ちゃん	NULL	2016/01/08	2016/03/25	金	22:30	22:40	AT-X	AT-X	cs
51977	クイーンズブレイド(1)　流浪の戦士	game_book	2009/04/02	2009/06/18	木	08:00	08:30	AT-X	AT-X	cs
58529	アブソリュート・デュオ	NULL	2015/01/04		日	20:30	21:00	AT-X	AT-X	cs
58562	少年ハリウッド－ONLY STAGE FOR 50－（少年ハリウッド(2)）	NULL	2015/01/10	2015/04/04	土	20:30	21:00	AT-X	AT-X	cs
56896	暁のヨナ	NULL	2014/10/07		火	23:00	23:30	AT-X	AT-X	cs
59552	落第騎士の英雄譚（キャバルリィ）	NULL	2015/10/03	2015/12/19	土	23:00	23:30	AT-X	AT-X	cs
42921	ダンスインザヴァンパイアバンド	NULL	2010/01/07	2010/04/01	木	09:00	09:30	AT-X	AT-X	cs
41640	マリア様がみてる　4thシーズン	light_novel	2009/01/03	2009/03/28	土	10:30	11:00	AT-X	AT-X	cs
60508	初恋モンスター	NULL	2016/07/02	2016/09/17	土	23:00	23:30	AT-X	AT-X	cs
56894	少年ハリウッド－HOLLY STAGE FOR 49－（少年ハリウッド(1)）	NULL	2014/07/05	2014/09/27	土	20:30	21:00	AT-X	AT-X	cs
60520	不機嫌なモノノケ庵	NULL	2016/07/04		月	24:00	24:30	AT-X	AT-X	cs
55981	機巧少女は傷つかない	NULL	2013/09/30		月	20:30	21:00	AT-X	AT-X	cs
55175	ロウきゅーぶ！SS	NULL	2013/07/05	2013/09/27	金	22:30	23:00	AT-X	AT-X	cs
35351	まほろまてぃっく	NULL	2001/10/05	2001/12/28	金	24:30	25:00	BS-TBS	BS-TBS	bs
34861	サラリーマン金太郎	NULL	2001/02/18		日	19:00	21:00	BS-TBS	BS-TBS	bs
372100	ゆめりあ	galge	2004/01/08	2004/03/25	木	24:30	25:00	BS-TBS	BS-TBS	bs
370000	NIGHT HEAD GENESIS	original	2006/07/29	2006/12/30	土	23:30	24:00	BS-TBS	BS-TBS	bs
39411	夜明け前より瑠璃色な～Crescent Love～	galge	2006/10/04	2006/12/20	水	26:30	27:00	BS-TBS	BS-TBS	bs
37446	この醜くも美しい世界	original	2004/04/01	2004/06/17	木	24:30	25:00	BS-TBS	BS-TBS	bs
36824	ぽぽたん	NULL	2003/07/17	2003/10/02	木	24:30	25:00	BS-TBS	BS-TBS	bs
369800	Kanon	galge	2006/10/05	2007/03/15	木	25:00	25:30	BS-TBS	BS-TBS	bs
41468	夜桜四重奏（夜桜カルテット）	comic	2008/10/02	2008/12/18	木	25:29	25:59	BS-TBS	BS-TBS	bs
38253	これが私の御主人様（これが私のご主人様…誤り）　He is my master	comic	2005/04/07	2005/06/30	木	24:30	25:00	BS-TBS	BS-TBS	bs
61759	まほろまてぃっく～もっと美しいもの～	NULL	2002/09/26	2003/01/16	木	24:30	25:00	BS-TBS	BS-TBS	bs
369900	MUSASHI -GUN道-	original	2006/04/09	2006/10/15	日	09:30	10:00	BS-TBS	BS-TBS	bs
56018	AIR	galge	2005/01/06	2005/03/31	木	24:30	25:00	BS-TBS	BS-TBS	bs
355000	To LOVEる -とらぶる- ダークネス	comic	2012/10/05	2012/12/28	金	25:00	25:30	BS11	BS11デジタル	bs
59220	To LOVEる -とらぶる- ダークネス2nd	comic	2015/07/06	2015/09/28	月	24:00	24:30	BS11	BS11デジタル	bs
61285	エルドライブ　elDLIVE	NULL	2017/01/10		火	27:00	27:30	BS11	BS11デジタル	bs
54906	ぼくは王さま	NULL	2013/04/06	2013/06/22	土	09:30	10:00	BS11	BS11デジタル	bs
366300	アキカン!	light_novel	2009/01/03	2009/03/28	土	24:00	24:30	BS11	BS11デジタル	bs
60256	はいふり	NULL	2016/04/09		土	24:00	24:30	BS11	BS11デジタル	bs
60892	Lostorage incited WIXOSS	NULL	2016/10/07		金	24:30	25:00	BS11	BS11デジタル	bs
61727	アリスと蔵六	NULL	2017/04/04		火	24:00	24:30	BS11	BS11デジタル	bs
61345	小林さんちのメイドラゴン	NULL	2017/01/12		木	24:00	24:30	BS11	BS11デジタル	bs
61670	GRANBLUE FANTASY The Animation（グランブルーファンタジー　ジ・アニメーション）	NULL	2017/04/01		土	24:00	24:30	BS11	BS11デジタル	bs
61187	競女!!!!!!!!	NULL	2016/10/06	2016/12/22	木	23:30	24:00	BS11	BS11デジタル	bs
363500	さぁイコー! たまごっち	game	2007/12/01	2008/02/16	土	19:56	20:00	BS11	BS11デジタル	bs
63158	ハイスクール・フリート	NULL	2016/04/09	2016/06/25	土	24:00	24:30	BS11	BS11デジタル	bs
59485	初恋限定。	comic	2009/04/11	2009/06/27	土	24:00	24:30	BS11	BS11デジタル	bs
61671	Re:CREATORS（リクリエイターズ）	NULL	2017/04/08	2017/09/16	土	23:30	24:00	BS11	BS11デジタル	bs
59486	よくわかる現代魔法	light_novel	2009/07/11	2009/09/26	土	24:00	24:30	BS11	BS11デジタル	bs
61186	終末のイゼッタ	NULL	2016/10/06	2016/12/22	木	23:30	24:00	BS11	BS11デジタル	bs
62088	異世界食堂	NULL	2017/07/08		土	24:30	25:00	BSJ	BS Japan	bs
39419	人造昆虫カブトボーグV×V	original	2006/10/05	2007/10/11	木	18:30	19:00	BSJ	BS Japan	bs
35387	神周鳥侠侶（しんちょうきょうりょ）　コンドルヒーロー（神雕侠侶コンドルヒーロー）	NULL	2001/10/11		木	22:25	22:55	BSフジ	BSフジ	bs
34670	ピポパポパトルくん	NULL	2000/12/04	2001/03/07	月～金	16:55	17:00	BSフジ	BSフジ	bs
62096	18if	NULL	2017/07/10	2017/10/02	月	24:00	24:30	BSフジ	BSフジ	bs
39634	レ・ミゼラブル　少女コゼット	novel	2007/01/07	2007/12/30	日	19:30	20:00	BSフジ	BSフジ	bs
40393	ポルフィの長い旅	novel	2008/01/06	2008/12/28	日	19:30	20:00	BSフジ	BSフジ	bs
61863	サムライチャンプルー（サムライチャンプルー(2)）	original	2005/01/22	2005/03/19	土	10:30	11:00	BSフジ	BSフジ	bs
47380	こんにちはアン～Before Green Gables	novel	2009/04/05	2009/12/27	日	19:30	20:00	BSフジ	BSフジ	bs
35383	神鵰侠侶　コンドルヒーロー	NULL	2001/10/11		木	22:30	22:55	BSフジ	BSフジ	bs
37008	銀河鉄道物語(1)	comic	2003/10/04	2004/04/10	土	24:00	24:30	BSフジ	BSフジ	bs
60929	ナゾトキネ	NULL	2016/10/11		火	24:50	25:00	BSフジ	BSフジ	bs
361000	桃華月憚	galge	2007/04/02	2007/09/24	月	25:30	26:00	BS朝日	BS朝日	bs
60563	アクティヴレイド－機動強襲室第八係－ 2nd	NULL	2016/07/10	2016/09/25	日	24:30	25:00	BS日テレ	BS日テレ	bs
36613	MIBザ・シリーズ	NULL	2003/04/06		日	22:10	23:04	BS日テレ	BS日テレ	bs
55993	パンティ＆ストッキングwithガーターベルト	NULL	2010/10/01	2010/12/24	金	27:00	27:30	BS日テレ	BS日テレ	bs
365400	のらみみ	comic	2008/01/09	2008/03/26	水	25:45	26:15	CBC	中部日本放送(1053)	earth
37665	ニニンがシノブ伝　2X2 SHINOBUDEN	comic	2004/07/07	2004/10/06	水	26:25	26:55	CBC	中部日本放送(1053)	earth
34553	真・女神転生 デビチル	NULL	2000/10/07	2001/09/29	土	07:30	08:00	CBC	中部日本放送(1053)	earth
34193	モンスターファーム～伝説への道（レジェンドへの道）～	NULL	2000/04/01	2000/09/30	土	07:30	08:00	CBC	中部日本放送(1053)	earth
41350	鉄のラインバレル	comic	2008/10/03	2009/03/20	金	26:25	26:55	CBC	中部日本放送(1053)	earth
37797	砂ぼうず	comic	2004/10/04	2005/03/21	月	25:30	26:00	CBC	中部日本放送(1053)	earth
39412	銀河鉄道物語(3)～永遠への分岐点～	comic	2006/10/04	2007/03/28	水	25:45	26:15	CBC	中部日本放送(1053)	earth
365500	のらみみ2	comic	2008/10/01	2008/12/17	水	25:29	26:00	CBC	中部日本放送(1053)	earth
51969	ラストエグザイル－銀翼のファム－	NULL	2011/10/07		金	26:00	26:30	CBC	中部日本放送(1053)	earth
55181	みつどもえ	NULL	2010/07/02	2010/10/08	金	26:00	26:30	CBC	中部日本放送(1053)	earth
53224	うみものがたり～あなたがいてくれたコト～	game	2009/06/24	2009/09/16	水	25:29	25:59	CBC	中部日本放送(1053)	earth
54650	琴浦さん	NULL	2013/01/10	2013/03/28	木	26:00	26:30	CBC	中部日本放送(1053)	earth
36996	京極夏彦　巷説百物語	NULL	2003/10/03	2003/12/26	金	25:35	26:05	CBC	中部日本放送(1053)	earth
43484	戦国バサラ弐（戦国BASARA弐）	game	2010/07/11	2010/09/26	日	17:00	17:30	CBC	中部日本放送(1053)	earth
42859	戦国バサラ（戦国BASARA）(1)	game	2009/04/01	2009/06/17	水	25:29	25:59	CBC	中部日本放送(1053)	earth
39043	WITCH BLADE　ウィッチブレイド	comic	2006/04/05	2006/09/20	水	25:45	26:15	CBC	中部日本放送(1053)	earth
39821	ロミオ×ジュリエット	play	2007/04/04	2007/09/26	水	25:45	26:15	CBC	中部日本放送(1053)	earth
33423	モンスターファーム～円盤石の秘密～	NULL	1999/04/03	2000/03/25	土	07:30	08:00	CBC	中部日本放送(1053)	earth
28977	みかん絵日記 MIKAN ENIKKI	NULL	1992/10/16	1993/06/18	金	19:00	19:30	CBC	中部日本放送(1053)	earth
58896	Angel Beats	NULL	2010/04/02	2010/06/25	金	26:00	26:30	CBC	中部日本放送(1053)	earth
35355	星のカービィ	NULL	2001/10/06	2003/09/27	土	07:30	08:00	CBC	中部日本放送(1053)	earth
359700	光と水のダフネ	media_mix	2004/01/15	2004/06/30	木	26:20	26:50	CBC	中部日本放送(1053)	earth
39824	巨人の星【特別篇】 父 一徹（巨人の星　特別篇　父　一徹）	comic	2007/04/03	2007/06/26	火	23:00	23:30	CS日本	CS日テレ	cs
42447	シャングリ・ラ	novel	2009/04/05	2009/09/13	日	24:00	24:30	CTC	チバテレビ	uhf
40576	S・A～スペシャル・エー～	comic	2008/04/06	2008/09/14	日	25:30	26:00	CTC	チバテレビ	uhf
40572	我が家のお稲荷さま。	light_novel	2008/04/06	2008/09/17	日	24:00	24:30	CTC	チバテレビ	uhf
39012	涼宮ハルヒの憂鬱	light_novel	2006/04/02	2006/07/03	日	24:00	24:30	CTC	チバテレビ	uhf
40566	仮面のメイドガイ	comic	2008/04/05	2008/06/21	土	25:35	26:05	CTC	チバテレビ	uhf
40046	ゼロの使い魔(2)～双月の騎士～	light_novel	2007/07/08	2007/09/23	日	24:30	25:00	CTC	チバテレビ	uhf
50769	ゼロの使い魔(3)～三美姫の輪舞～	light_novel	2008/07/06	2008/09/21	日	24:30	25:00	CTC	チバテレビ	uhf
39024	うたわれるもの	galge	2006/04/03	2006/09/25	月	26:40	27:10	CTC	チバテレビ	uhf
41885	RIDEBACK－ライドバック－	comic	2009/01/11	2009/03/29	日	24:00	24:30	CTC	チバテレビ	uhf
38664	ノエイン　もうひとりの君へ　noein	original	2005/10/11	2006/03/31	火	25:30	26:00	CTC	チバテレビ	uhf
42434	うみねこのなく頃に	galge	2009/07/01	2009/12/23	水	25:30	26:00	CTC	チバテレビ	uhf
60449	百花繚乱　サムライガールズ	NULL	2010/10/03	2010/12/19	日	24:30	25:00	CTC	チバテレビ	uhf
38622	はっぴぃセブン～ざ・テレビまんが～	light_novel	2005/10/02	2005/12/25	日	24:30	25:00	CTC	チバテレビ	uhf
34987	こみっくパーティー	galge	2001/04/01	2001/06/24	日	24:00	24:30	CTC	チバテレビ	uhf
44993	ドラゴンクライシス	NULL	2011/01/10	2011/03/28	月	25:30	26:00	CTC	チバテレビ	uhf
46112	まりあほりっく(1)	comic	2009/01/04	2009/03/22	日	24:30	25:00	CTC	チバテレビ	uhf
42940	裏切りは僕の名前を知っている	NULL	2010/04/11	2010/09/19	日	24:00	24:30	CTC	チバテレビ	uhf
63358	黄昏乙女×アムネジア	NULL	2012/04/08	2012/06/24	日	24:30	25:00	CTC	チバテレビ	uhf
39068	BLACK LAGOON(1)	comic	2006/04/08	2006/06/24	土	26:35	27:05	CTC	チバテレビ	uhf
37849	げんしけん(1)	comic	2004/10/10	2004/12/26	日	24:00	24:30	CTC	チバテレビ	uhf
39208	ゼロの使い魔(1)	light_novel	2006/07/02	2006/09/24	日	24:30	25:00	CTC	チバテレビ	uhf
40409	狼と香辛料	light_novel	2008/01/08	2008/03/25	火	25:30	26:00	CTC	チバテレビ	uhf
38616	魔法少女リリカルなのは(2)A's	galge	2005/10/01	2005/12/24	土	25:35	26:05	CTC	チバテレビ	uhf
61617	シゴフミ	media_mix	2008/01/05	2008/03/22	土	25:35	26:05	CTC	チバテレビ	uhf
41358	伯爵と妖精	light_novel	2008/10/07	2008/12/23	火	25:15	25:45	CTC	チバテレビ	uhf
39823	この青空に約束を― ～ようこそつぐみ寮へ～	galge	2007/04/04	2007/06/26	水	26:00	26:30	CTC	チバテレビ	uhf
61821	房総の昔ばなし　おーい　おはなしだよ（おーい　おはなしだよ(1)）	NULL	1977/03/03		月、水、金	09:15	09:30	CTC	チバテレビ	uhf
362700	もえたん	character	2007/07/08	2007/09/23	日	25:30	26:00	CTC	チバテレビ	uhf
39201	つよきす Cool×Sweet	galge	2006/07/01	2006/09/16	土	26:05	26:35	CTC	チバテレビ	uhf
39856	らき☆すた　LuckyStar（らき・すた、らきすた）	comic	2007/04/08	2007/09/16	日	24:00	24:30	CTC	チバテレビ	uhf
44328	錬金３級　まじかる？ぽか?ん	original	2006/04/04	2006/06/20	火	25:30	26:00	CTC	チバテレビ	uhf
362500	ドージンワーク	comic	2007/07/03	2007/09/18	火	25:30	26:00	CTC	チバテレビ	uhf
50657	氷菓	NULL	2012/04/22		日	24:00	24:30	CTC	チバテレビ	uhf
58658	アスタロッテのおもちゃ！	NULL	2011/04/10	2011/06/26	日	23:30	24:00	CTC	チバテレビ	uhf
373200	花右京メイド隊 La Verite	comic	2004/04/04	2004/06/20	日	24:00	24:30	CTC	チバテレビ	uhf
62443	カオス；ヘッド－CHAOS;HEAD－（カオスヘッド）	galge	2008/10/09	2008/12/25	木	23:00	23:30	CTC	チバテレビ	uhf
358300	UG☆アルティメットガール	original	2005/01/09	2005/03/27	日	24:00	24:30	CTC	チバテレビ	uhf
42445	キャラディのジョークな毎日	original	2009/04/01	2010/03/30	月～日	23:55	24:00	CTC	チバテレビ	uhf
40205	ef－a tale of memories.	galge	2007/10/06	2007/12/22	土	25:35	26:05	CTC	チバテレビ	uhf
61213	パッタポッタモン太	original	2006/08/01	2007/01/30	火	08:30	09:00	CTC	チバテレビ	uhf
37270	BURN-UP SCRAMBLE　バーンナップスクランブル	original	2004/01/12	2004/03/29	月	25:25	25:55	CTC	チバテレビ	uhf
37798	流星戦隊ムスメット（(9)-(11)のみ「流星戦隊オトメット」）	media_mix	2004/10/03	2004/12/26	日	24:30	25:00	CTC	チバテレビ	uhf
37804	神無月の巫女	comic	2004/10/01	2004/12/17	金	24:30	25:00	CTC	チバテレビ	uhf
38620	Canvas2　～虹色のスケッチ～	galge	2005/10/02	2006/03/26	日	24:00	24:30	CTC	チバテレビ	uhf
40213	レンタルマギカ	light_novel	2007/10/07	2008/03/24	日	24:00	24:30	CTC	チバテレビ	uhf
370500	はぴねす!	galge	2006/10/05	2006/12/21	木	25:55	26:25	CTC	チバテレビ	uhf
59483	そらのおとしもの（そらのおとしもの(1)）	comic	2009/10/04	2009/12/27	日	24:00	24:30	CTC	チバテレビ	uhf
357300	吉永さん家のガーゴイル	light_novel	2006/04/01	2006/06/24	土	26:05	26:35	CTC	チバテレビ	uhf
357200	Soul Link	galge	2006/04/01	2006/06/24	土	25:35	26:05	CTC	チバテレビ	uhf
356900	NHKにようこそ!	novel	2006/07/09	2006/12/17	日	24:00	24:30	CTC	チバテレビ	uhf
61804	プラスティックメモリーズ PLASTIC MEMORIES	NULL	2015/04/04		土	24:30	25:00	CTC	チバテレビ	uhf
63450	流奇譚Ｘ	galge	2005/01/04	2005/03/29	火	25:30	26:00	CTC	チバテレビ	uhf
46621	無敵看板娘	comic	2006/07/04	2006/09/19	火	26:00	26:30	CTC	チバテレビ	uhf
41733	空を見上げる少女の瞳に映る世界	original	2009/01/13	2009/03/10	火	25:45	26:15	CTC	チバテレビ	uhf
367800	プリンセスラバー!	galge	2009/07/05	2009/09/20	日	24:00	25:10	CTC	チバテレビ	uhf
36369	MOUSE（マウス）	NULL	2003/01/05		日	24:30	25:00	CTC	チバテレビ	uhf
364200	紅 kurenai	light_novel	2008/04/03	2008/06/19	木	26:00	26:30	CTC	チバテレビ	uhf
39633	SHUFFLE! MEMORIES　シャッフル メモリーズ	galge	2007/01/07	2007/03/25	日	24:00	24:30	CTC	チバテレビ	uhf
41351	まかでみ・WAっしょい！	light_novel	2008/10/05	2008/12/21	日	24:30	25:00	CTC	チバテレビ	uhf
38451	奥さまは魔法少女（奥様は魔法少女…誤り）	original	2005/07/03	2005/09/25	日	24:00	24:30	CTC	チバテレビ	uhf
61963	異国迷路のクロワーゼ The Animation	NULL	2011/07/03	2011/09/18	日	24:30	25:00	CTC	チバテレビ	uhf
42596	11eyes　イレブンアイズ	galge	2009/10/06	2009/12/22	火	25:00	25:30	CTC	チバテレビ	uhf
47387	俺たちに翼はない	NULL	2011/04/03	2011/06/19	日	24:30	25:00	CTC	チバテレビ	uhf
